,城市,City,Household Registered Population at Year-end (10 000 persons),Annual Average Population (10 000 persons),Number of Households at Year-end (10 000 households),Birth Population (person),Death Population (person),Natural Growth Rate(%),Total Land Area of Administrative region （sq.km）,Total Water Resources （10 000 cu.m）,Area of Land Used for Urban Construction (sq.km),Area of Land Used for Living,Land Used for Urban Construction as Percentage to Urban Area (%),Area of Green Land (hectare),Area of Parks Green Land,Green Covered Area as % of Built-up Area (%),Volume of Industrial Waste Water Discharged (10 000 tons),Volume of Industrial Sulphur Dioxide Emission (ton),Volume of Industrial Nitrogen Dioxide Emission (ton),Volume of Industrial  Soot(dust) Emission (ton),Ratio of Industrial Solid Wastes Comprehensively Utilized (%),Annual Mean Concentration ofPM2.5 (ug/m3),Ratio of waste Water Centralized Treated of Sewage Work (%),Ratio of Consumption Wastes Treated (%),Gross Regional Product (Current Prices) (100 000 yuan),Per Capita GRP (yuan),GRP Growth Rate (%),Primary Industry as Percentage to GRP,Secondary Industry as Percentage to GRP,Tertiary Industry as Percentage to GRP,Local General public budget revenue,Local General public budget Expenditure,Expenditure for Science and Technology,Expenditure for Education,Local General public budget revenue.1,Local General public budget Expenditure.1,Expenditure for Science and Technology.1,Expenditure for Education.1,Deposits of National Banking System at Year-end,Household Saving Deposits at Year-end,Loans of National Banking System at Year-end,Investment in Real Estate Development,Residential Buildings,Sales Area of Commercial Residential Building,Residential Buildings.1,Area for Sale,Import Volumeof goods (10 OOOyuan),Number of Projects for Contracted Foreign Direct Investment (unit),Amount of Foreign Capital Actually Utilized (USD 10000),Number of Industrial Enterprises,Domestic Funded,"Enterprises with Funds from Hong Kong, Macao and Taiwan",Foreign Funded Enterprises,Total Current Assets,Total Fixed Assets,Tax and Extra Charges from Principal Business,Value-added Tax Payable,Total Profits,Total Retail Sales of Consumer Goods (10 000 yuan),Number of Enterprises above Designated Size of Wholesale and Retail Trades (Number of Legal Entities) (unit),Total Sales of Commodities of Enterprises above Designated Size in Wholesale and Retail Trades (10 000 yuan),R&D Personnel (Person),R&D Internal Outlay (10 000 yuan),Number of Patent Applications (piece),Number of Patent Authorizations (piece),Invention (piece),Persons Employed in Urban Units at Ycar-end,Persons Employed in Private Enterprises and Self-Employed Individuals in Urban Areas,Registered Unemployed Persons in Urban Areas,Primary Industry,Secondary Industry,Tertiary Industry,Primary Industry.1,Secondary Industry.1,Tertiary Industry.1,Primary Industry.2,Secondary Industry: Mining,Unnamed: 87,Manufacturing,"Production and Distribution of Electricity, Gas and Water",Construction,Wholesale and Retail Trades,"Traffic,Transport, Storage and Post",Hotels and Catering Services,"Information Transmission, Computer Services and Software",Financial Intermediation,Unnamed: 103,Real Estate,Leasing and Business Services,Scientific Research and Technical Service,"Management of Water Conservancy, Environment",Services to Households and Other Services,Education,Health and Social Work,"Culture, Sports and Entertainment","Public Management, Social Security and Social Organization",Average Number of Employed Staff and Workers (10 000 persons),Total Wage Bill of Employed Staff and Workers (10 000 yuan),Average Wage of Employed Staff and Workers (yuan),Regular Institutions of Higher Education,Vocational Secondary Schools,Regular Secondary Schools,Regular Primary Schools,Regular Institutions of Higher Education.1,Vocational Secondary Schools.1,Regular Secondary Schools.1,Regular Primary Schools.1,Undergraduate in Regular HEIs,Vocational Secondary Schools.2,Regular Secondary Schools.2,Regular Primary Schools.2,Collections of Public Libraries (10 000 copies),Number of Museums (unit),Number of Stadiums and Gymnasiums (unit),Number of Hospitals (unit),Number of Beds of Hospitals (bed),Number of Licensed (Assistant) Doctors (person),Number of Employees Joining Urban Basic Pension Insurance,Number of Employees Joining Urban Basic Medical Care System,Persons Covered of Unemployment Insurance,Investment in Municipal Public Infrastructure Construction （10 000 yuan）,Area of City Paved Roads at Year-end （10 000 sq.m）,Length of City Sewage Pipes （km）,Number of Buses and Trolley Buses under Operation at Year-end （unit）,Total Annual Volume of Passengers Transported by Buses and Trolley Buses （10 000 person-times）,Number of Taxis under Operation at Year-end （unit）,Highway Passenger Traffic,Waterway Passenger Traffic,Civil Aviation Passenger Traffic,"Highway Freight Traffic
(10 000 tons)","Waterway Freight Traffic
(10 000 tons)",Civil Aviation Freight Traffic (ton),Revenue from Postal Services (10 000 yuan),Revenue from Telecommunication Services (10 000 yuan),Number of Subscribers of Mobile Telephones at Year-end (10 000 households),Number of Subscribers of Internet Services (10 000 households),Annual Electricity Consumption (10 000 kwh),Electricity Consumption fbr Industrial,Household Electricity Consumption for Urban and Rural Residential,"Total Gas Supply (Coal Gas,Natural Gas) (10 000 cubic meters)",Consumption of Gas for Residential Use,Liquefied Petroleum Gas Supply (ton),Consumption of Liquefied Petroleum Gas fbr Residential Use
77,阜阳市,Fuyang,1071,1070,281,161258,133199,2.62,10118,367885,139.0,61.0,7.1,6280.0,1787.0,40.03,,,,,,,96.3,100.0,17595199,21589,9.5,17.66,41.9,40.44,1871449.0,5746681.0,50120.0,1068215.0,887143.0,1948630.0,30399.0,321877.0,40535558,23834800,26430850,5897215,4344969,1047,919,43,124879,16,41213,1872,1855,9,8,7247875,5692005,487521,1051072,1922225,9621987,683,13132974,6020.0,179797,13065.0,4892.0,512.0,395805,814732,18510,1559,135390,258856,0.39,34.21,65.4,1559,8124,2495,72572,8150,46544,19352,19243,2081,3270,32163,23803,9145,2070,2335,5825,339,74261,35224,1432,52116,36,2434132,66886,5,39,429,1345,2161,3410,31345,38246,36823,118876,52,80,155,11,39,120,32749,15403,559400,445173,261800,848395.0,2192.0,1154.0,646.0,7956.0,1708.0,6021.0,,80,49516.0,17705.0,384.0,153136.0,440832.0,620.0,171.0,1433477,667753,115877,10790.0,3647.0,19260.0,13356.0
78,西宁市,Xining,207,236,70,29476,14963,7,7607,,118.0,29.0,24.74,3854.0,1645.0,40.5,,,,,,45.0,76.8,95.1,12864137,54439,8.95,3.58,36.38,60.04,929435.0,2974766.0,23608.0,528401.0,329129.0,713166.0,4440.0,155508.0,37865199,14367707,54169000,2922514,1753288,332,274,30,109768,10,11144,252,243,3,6,8329060,14303889,59344,183276,-208770,5643800,267,8828433,,,3313.0,1939.0,258.0,340161,381552,17469,959,119102,220100,0.28,35.01,64.7,959,1419,1419,51154,18358,48171,15730,40265,2753,8066,14662,13488,8037,4891,15922,5172,373,29019,28846,4767,41597,31,2621114,84071,10,19,138,141,4464,1363,9688,8233,64434,22319,13,15,181,13,14,78,18594,8322,275785,149742,181000,,1230.0,878.0,1803.0,34500.0,5668.0,2156.0,,715,7225.0,,4.0,46906.0,1256748.0,323.0,92.0,4591614,4197090,134450,117555.0,18566.0,3778.0,3680.0
79,荆门市,Jingmen,293,294,100,26574,18976,2.59,12404,362800,64.0,14.0,2.68,2432.0,789.0,43.35,1964.0,8478.0,11848.0,8898.0,34.67,57.0,95.12,100.0,18478900,63742,8,12.24,51.08,36.68,1057579.0,2693071.0,71851.0,344446.0,584201.0,1009131.0,31998.0,145613.0,20137673,13067025,11074180,1116351,814955,405,353,159,397000,12,46065,1065,1042,12,11,7480000,7427700,1122500,1453300,2495600,7725100,509,6692966,13919.0,333334,5178.0,2178.0,332.0,407070,414444,17987,5374,214835,186861,1.32,52.78,45.9,5374,12074,4687,147020,6539,49202,38536,16147,7833,6492,8172,6302,5155,4578,2987,4364,999,31778,20134,3437,36249,37,1949682,52376,2,12,126,218,821,1139,9660,8227,15519,14368,10,14,108,4,11,56,13165,7374,606000,424300,200135,310800.0,1201.0,977.0,566.0,10500.0,800.0,2218.0,13.0,,3316.0,67.0,,72074.0,198400.0,251.0,76.0,1035028,730440,99732,9502.0,2620.0,6411.0,6369.0
80,吕梁市,Lvliang,394,388,148,38045,20398,4.48,21239,187657,32.0,11.0,2.39,1237.0,442.0,40.58,,,,,,,89.11,88.04,14203195,36585,5.2,4.19,61.39,34.42,1748028.0,4098472.0,17641.0,731960.0,124802.0,217890.0,3780.0,49776.0,22831038,16000894,11429111,443651,358307,54,51,36,192255,2,88616,453,439,8,6,21544148,26458462,860585,1358412,2529716,4985814,179,3608369,,,1251.0,,,342274,,11467,485,144539,197250,0.14,42.23,57.63,485,80473,6173,48232,7116,8718,9727,7251,2064,3762,12751,5795,947,3213,1939,7929,482,55834,13719,3041,74591,31,2134284,68271,1,30,286,569,886,1938,20547,17304,19195,22500,20,27,132,9,13,103,9140,7469,437900,349900,323800,105692.0,433.0,352.0,268.0,,453.0,,64.0,37,,,103.0,28564.0,1216000.0,341.0,76.0,1968428,1555305,106176,1480.0,980.0,,
81,铜陵市,Tongling,171,171,54,18474,13753,2.76,2991,144100,73.0,20.0,6.08,6917.0,952.0,44.95,3126.0,8321.0,25462.0,21106.0,85.44,49.0,94.51,100.0,12223596,75524,3.86,4.09,58.25,37.66,737682.0,1543463.0,60856.0,262501.0,645973.0,1115227.0,55596.0,182535.0,14495494,7731508,11040908,1576242,1161838,245,229,150,3805198,7,32806,567,545,11,11,9203860,5570844,110190,343202,867876,3649675,217,3249220,9450.0,233610,4263.0,1567.0,214.0,181009,170865,9125,2171,102410,76428,1.2,56.58,42.22,2171,2895,2568,60057,1903,37555,3678,7027,1561,1319,5661,5208,5287,4915,1650,824,176,15413,8538,1038,19341,18,1319118,74690,3,9,84,212,1509,497,6486,5155,34062,10552,7,7,221,3,23,30,7815,3546,359848,347503,196204,36667.0,727.0,1588.0,643.0,8411.0,1584.0,1359.0,,,3789.0,5760.0,,23618.0,95636.0,124.0,41.0,896923,715479,41106,18126.0,3232.0,1020.0,210.0
82,呼伦贝尔市,Hulunbuir,256,256,109,17670,19079,-0.55,261570,3161937,92.0,22.0,5.13,2021.0,470.0,36.05,3991.0,17026.0,27173.0,,16.07,31.0,97.07,99.49,12529000,49529,5.6,21.48,29.25,49.27,860403.0,4493423.0,15352.0,495770.0,124277.0,371221.0,436.0,45794.0,16278024,9882260,11560652,896521,641825,237,195,98,1469600,4,13416,142,130,5,7,3592460,11668882,229740,285199,302032,6785838,235,3485892,647.0,8057,512.0,265.0,33.0,335926,431848,32309,88421,68167,179338,26.32,20.29,53.39,88421,24425,9709,10100,17163,16479,7141,21691,2888,4883,10494,3047,5927,3219,5684,5755,1888,33486,22151,3847,50284,31,2213923,70832,4,27,134,140,1658,1435,10357,10601,7615,13114,6,10,173,42,29,201,12548,8000,736920,585140,265001,65927.0,796.0,340.0,559.0,4480.0,3027.0,1460.0,,257,12082.0,,18650.0,19069.0,232963.0,325.0,44.0,1089180,773760,94948,661.0,566.0,4530.0,4510.0
83,朔州市,Shuozhou,163,163,67,19491,7280,7.47,10625,,36.0,8.0,0.88,2508.0,515.0,40.16,,,,,,,95.14,100.0,10656332,59914,2.7,5.43,38.25,56.33,904030.0,1738833.0,5616.0,268857.0,570202.0,892578.0,2532.0,138579.0,15294945,10795549,7383729,274264,231288,81,74,98,24700,2,,,,,,,,,,,,,,,,,,,185029,215569,5159,776,79356,104897,0.42,42.89,56.69,776,45736,21725,10983,10058,12579,7491,3927,318,2056,9982,9882,2354,5331,1377,4894,362,22942,8155,1881,33827,16,1081605,66523,3,25,86,169,561,1300,11215,7819,10614,21716,13,13,73,4,12,69,6822,3129,282156,201190,184881,87858.0,785.0,555.0,270.0,2100.0,1274.0,,,,,,,12040.0,100970.0,217.0,37.0,846686,673519,36123,5397.0,1941.0,1180.0,665.0
84,平顶山市,Pingdingshan,570,569,160,74107,26629,8.33,7882,163291,73.0,29.0,16.48,2952.0,1136.0,40.75,2579.0,14244.0,19496.0,9333.0,77.85,65.0,,,21352232,42587,7.48,7.53,47.74,44.73,1543770.0,3625534.0,51842.0,699613.0,755483.0,1299740.0,16802.0,277215.0,27963639,17974153,18686589,,,508,473,189,32740,5,45901,845,824,10,11,,,,,,8828619,640,6472041,11727.0,329561,4200.0,2580.0,390.0,492206,529425,16912,368,257160,234678,0.07,52.25,47.68,368,103224,94664,81859,29740,42337,11116,9397,3284,2580,19507,16451,9306,4989,4105,6537,1288,54647,32247,3442,72233,47,2837825,60797,6,30,263,1186,4064,2509,22536,25285,72370,44200,34,55,186,14,20,87,24484,11820,931327,917323,466716,120702.0,1373.0,598.0,1030.0,8111.0,2080.0,7135.0,2.0,,13532.0,,,50872.0,283949.0,453.0,58.0,1938670,1368361,142085,13453.0,4089.0,,
85,呼和浩特市,Hohhot,246,244,101,25508,16083,3.83,17186,114636,243.0,78.0,11.77,15328.0,4000.0,40.31,2435.0,23885.0,27294.0,85267.0,23.37,36.0,98.77,99.89,29035000,93029,3.9,3.73,27.6,68.67,2047198.0,3567396.0,33397.0,510864.0,1086871.0,882589.0,9266.0,238540.0,57708013,21740867,79562499,1742500,1202943,397,343,233,607300,19,19928,226,203,11,12,10684274,,1135625,692533,1793994,16032418,407,9343471,,,,,,420666,1045333,42156,4707,106514,309445,1.12,25.32,73.56,4707,215,144,56135,23714,26450,24530,31054,8949,14756,26218,24520,14635,5577,19045,20855,1700,48398,24761,10070,58897,43,2996605,71387,24,59,109,203,12595,2017,11674,8897,240266,36964,14,18,198,5,36,108,17957,10908,834733,704564,595191,,2956.0,2081.0,2656.0,36590.0,6568.0,355.0,,1216,20668.0,,40210.0,27627.0,988350.0,483.0,240.0,2574350,1861691,185387,72898.0,8312.0,,
86,郑州市,Zhengzhou,864,853,229,136858,50225,10.03,7446,72788,529.0,132.0,52.38,21544.0,8928.0,40.83,7766.0,17701.0,20251.0,12915.0,71.59,63.0,,,101433173,101349,8.3,1.45,43.88,54.67,11520568.0,17633376.0,361748.0,2129214.0,8691618.0,12790989.0,282057.0,1329201.0,217672027,71573151,212022385,,,3712,3331,571,15278657,82,421080,2686,2601,38,47,,,,,,42680900,1935,57882020,78797.0,1852996,70128.0,31585.0,10654.0,1879346,2085738,68277,1609,930576,947161,0.09,49.52,50.4,1609,41217,25821,483048,31547,374764,82547,70949,26939,52964,81420,77641,57839,48458,55377,30748,2932,150929,109562,23176,153321,171,13803470,80963,61,151,468,940,51083,11346,46865,41143,993479,324536,60,92,980,38,34,246,86152,42051,4156124,1677630,1902901,5032424.0,6118.0,4676.0,6373.0,94000.0,10908.0,8236.0,,813,25679.0,,315100.0,7585788.0,1391500.0,1592.0,430.0,5603221,2974956,756889,136187.0,35573.0,,
87,怀化市,Huaihua,524,523,175,53894,31635,4.25,27572,1478477,54.0,19.0,8.02,2311.0,532.0,39.26,1433.0,5527.0,4810.0,4212.0,99.3,31.0,92.36,100.0,15132689,30449,8.1,12.49,30.47,57.04,897204.0,4622431.0,55654.0,767090.0,72896.0,242303.0,1479.0,53466.0,20013024,14240641,11260958,2005025,1577721,883,802,82,6604,10,5640,650,636,7,6,1911306,5823293,79673,322958,545916,6651936,254,2827881,6144.0,232500,3029.0,1224.0,106.0,253410,518583,21809,1360,55067,196983,0.54,21.73,77.73,1360,1875,,16896,6941,29355,4816,11333,1086,3682,8610,5809,4690,3370,2907,5530,331,48332,31441,2867,67988,22,1492315,66300,3,43,367,240,1782,2223,18159,20950,31233,45023,24,38,191,8,8,411,25338,12005,459894,408145,309482,12850.0,803.0,495.0,1287.0,13674.0,2051.0,11405.0,717.0,50,6006.0,387.0,4.0,76476.0,298420.0,409.0,99.0,961591,453687,152620,1483.0,518.0,17428.0,14985.0
88,娄底市,Loudi,455,454,159,47933,20960,5.93,8109,410200,51.0,16.0,11.89,2148.0,497.0,41.02,,,,,,,95.62,100.0,15404137,39249,8.6,9.86,45.33,44.81,703006.0,3032858.0,25612.0,513325.0,373985.0,885249.0,11540.0,121800.0,19071248,12999707,9921602,839293,631428,325,241,38,620851,10,53900,898,,,,4652348,7997178,156536,375297,1588483,5682868,788,4196471,,,2730.0,1679.0,110.0,287041,,15100,1213,126680,159148,0.42,44.13,55.44,1213,9210,1630,58117,3417,55936,4625,6682,1316,2531,20429,20429,2340,4949,1961,7127,1513,36509,20647,2347,46172,25,1605649,63427,3,22,285,738,2090,1427,16378,17432,34000,34318,23,35,107,4,,112,20138,9484,724411,374601,335122,,,306.0,,,,4816.0,27.0,,11404.0,546.0,,61988.0,231498.0,331.0,89.0,1425955,1015723,106324,4580.0,4100.0,8950.0,8100.0
89,昆明市,Kunming,572,567,206,73442,29799,7.63,21013,650600,454.0,188.0,7.63,17048.0,4423.0,41.93,,48119.0,44768.0,38782.0,31.6,28.0,93.39,99.68,52068979,76387,8.4,4.27,39.14,56.59,5956333.0,7568044.0,180075.0,1300493.0,5078377.0,5525236.0,154250.0,774095.0,136187684,48825093,162680017,18397925,11612412,1910,1430,469,6169230,111,85013,1015,945,35,35,27725650,,3375010,1649894,2192838,27874053,813,61756622,,,23921.0,12401.0,1807.0,1336684,2296869,62380,3131,530323,803230,0.23,39.67,60.09,3131,16114,12615,162235,19974,332000,96594,114443,37425,25305,35657,33561,52395,64793,51514,16893,14175,120081,69827,13896,90232,117,9355361,80253,51,81,319,755,29496,4830,26500,29296,547277,187232,34,50,317,36,17,322,55755,28606,1654152,1609823,1058000,2155557.0,,4677.0,6164.0,77240.0,8037.0,4446.0,157.0,4709,30660.0,24.0,428300.0,380986.0,1026457.0,1229.0,249.0,3374433,2056461,368226,24987.0,9744.0,92652.0,16410.0
90,宁德市,Ningde,354,353,106,64251,15140,13.86,13433,1183200,37.0,13.0,2.45,1489.0,424.0,40.23,1204.0,9724.0,14418.0,7972.0,57.54,21.0,89.75,100.0,19427951,66878,8.15,15.18,49.87,34.94,1204181.0,2990393.0,68029.0,603494.0,450866.0,854915.0,32484.0,152991.0,18080141,8674510,17383487,1893587,1482444,274,254,53,1378188,24,1814,1060,1037,15,8,16536497,,111603,651324,3470792,6111109,568,4539898,9269.0,420588,4385.0,2540.0,298.0,270380,658838,12116,1087,106728,162565,0.4,39.47,60.12,1087,,,58862,6477,41389,9574,9661,2815,3104,20323,18361,4021,4585,1868,2650,562,39611,18824,1780,43187,23,1697840,72971,2,11,187,277,629,1188,13213,13739,11490,20400,15,25,132,10,20,46,11027,5786,441073,371824,206368,81624.0,487.0,303.0,375.0,4646.0,816.0,5832.0,403.0,,3721.0,1081.0,,103405.0,264900.0,302.0,109.0,1892000,1395500,162000,8242.0,438.0,5410.0,4066.0
91,苏州市,Suzhou,704,697,231,68487,49004,2.77,8657,385300,474.0,137.0,10.19,22518.0,4646.0,41.0,39730.0,61674.0,92404.0,39669.0,94.0,42.0,91,100.0,185974700,173765,6.8,1.15,48.03,50.81,21199931.0,19527090.0,1522777.0,3129530.0,11325636.0,11065155.0,790959.0,1676496.0,285604469,91684488,265462297,25579102,21115951,1994,1788,789,97186820,1013,452498,10393,6336,1157,2900,200444800,119939534,1537245,5709102,20340800,57468970,3622,155470287,,,135862.0,75837.0,10845.0,2901253,5306621,37661,108,2073274,827871,,71.46,28.53,108,416,416,1932744,13898,126216,120487,86347,42624,41084,67051,46690,62476,45570,31575,18485,9671,113251,72591,8948,107711,281,26524190,94421,26,25,304,420,12775,5246,31301,41868,217950,58880,36,78,,46,134,206,58022,32852,5758290,7370769,4244995,1991830.0,11250.0,11105.0,5838.0,55576.0,5638.0,29123.0,639.0,,14787.0,1372.0,,1815710.0,2153584.0,1783.0,588.0,15624897,12277696,781504,103299.0,20473.0,85125.0,53173.0
92,连云港市,Lianyungang,534,533,146,75031,34690,7.55,7615,125000,223.0,80.0,7.4,22865.0,1583.0,41.0,3770.0,9501.0,16027.0,13397.0,94.6,44.0,89.4,100.0,27717000,61332,4.7,11.75,43.56,44.69,2343089.0,4195660.0,99205.0,820080.0,1664823.0,2428390.0,67299.0,461403.0,32187921,14200168,29213559,3415231,2836402,563,532,136,3565327,72,60345,1022,911,32,79,14508900,13557348,320815,1163099,2304700,11213088,447,11284919,,,9538.0,5790.0,472.0,472791,707909,12066,5948,208911,257932,1.26,44.19,54.56,5948,438,,90137,6685,111651,24385,28025,2891,3753,29943,21673,5230,20077,9917,10596,1667,50331,24654,1937,44526,43,3283192,75808,5,14,180,451,2329,2661,21911,26490,41610,50488,26,45,317,11,21,89,18215,12102,996318,792262,423026,125784.0,2524.0,2030.0,1325.0,15813.0,1861.0,4290.0,17.0,152,9965.0,2024.0,8188.0,173587.0,347822.0,448.0,151.0,1785091,1065201,149072,35584.0,8159.0,16702.0,12918.0
93,株洲市,Zhuzhou,403,403,120,40578,29499,2.75,11248,737100,136.0,55.0,15.76,5894.0,1646.0,42.67,1978.0,15259.0,13054.0,10684.0,92.2,45.0,93.89,99.99,26315423,65442,7.8,7.05,43.67,49.28,1893222.0,4562770.0,176280.0,601984.0,659931.0,1424864.0,71083.0,123562.0,31565605,17929888,18346668,4024858,2943063,859,707,105,71839,11,135412,1721,1681,23,17,15686893,14499276,276554,610057,1241700,10656206,668,6698727,25942.0,752329,8675.0,4983.0,1141.0,402904,743265,16000,1154,214674,187076,0.29,53.28,46.43,1154,4323,312,115116,4878,90357,10033,10864,4350,4010,14612,12691,1337(),6845,5579,5377,658,32584,23455,2982,52357,37,2817538,76936,9,21,194,358,4584,1461,13596,14068,93298,24219,18,29,327,8,23,185,26522,10534,1055598,1055500,398177,661678.0,2256.0,1512.0,1473.0,23654.0,3008.0,5420.0,8.0,,17090.0,858.0,,114429.0,304871.0,404.0,117.0,1191239,645489,159710,25499.0,9261.0,5240.0,4535.0
94,舟山市,Zhoushan,97,97,37,6011,7532,-1.57,1459,69328,59.0,21.0,5.69,14046.0,1029.0,41.87,,,,,,,,,13166986,112490,6.66,10.83,32.53,56.63,1460243.0,3084897.0,67847.0,344129.0,1146695.0,2261793.0,54459.0,270439.0,19868645,8314222,20036760,1875353,1484324,201,180,81,7107307,271,41762,360,336,9,15,9456798,,51110,135299,59488,5368516,382,23732775,4220.0,84828,3784.0,2216.0,508.0,181378,189158,11773,62,5851 1,122805,0.03,32.26,67.71,62,274,23,30565,4195,23477,6014,20721,3584,2413,9802,9395,5162,9139,2222,4314,406,15469,10609,1850,31100,17,1635074,98394,4,4,41,57,1348,590,3833,3075,23032,6884,3,5,205,18,8,33,5698,4105,707128,427879,237224,157479.0,,1042.0,777.0,7364.0,309.0,2584.0,2922.0,121,10374.0,27756.0,112.0,15400.0,140672.0,171.0,55.0,239318,101247,,5749.0,1979.0,28318.0,28177.0
95,咸阳市,Xianyang,460,464,138,48585,30980,3.83,9544,59100,72.0,21.0,49.32,2558.0,806.0,38.51,3455.0,2119.0,9309.0,2048.0,36.6,71.0,100,99.0,23764530,54368,7,11.99,56.93,31.08,774747.0,3465492.0,29145.0,656749.0,443290.0,1010585.0,18581.0,136384.0,31340193,20200746,14891665,1186233,1036698,151,149,3,39900,16,9016,720,697,10,13,8899341,,1055104,950952,3020329,6741861,526,4748527,,,4258.0,2079.0,179.0,460133,107353,43533,1288,219349,239496,0.28,47.67,52.05,1288,28540,,91584,7919,91306,14192,9742,4761,3663,19261,16763,4752,1762,6778,13025,355,64351,28686,4397,63771,42,2358558,57542,11,29,269,670,5715,1457,23266,16738,127304,30091,21,28,182,10,17,154,24172,10982,814221,665195,396851,96000.0,1065.0,305.0,650.0,11449.0,1719.0,8471.0,,,13697.0,,,45810.0,307024.0,502.0,123.0,1301900,750100,181500,27529.0,12663.0,1617.0,1589.0
96,佛山市,Foshan,437,428,131,78611,23554,12.6,3798,367000,145.0,43.0,3.82,7112.0,3231.0,44.25,15671.0,12653.0,31992.0,17144.0,82.87,35.0,95.33,100.0,99358845,127691,6.27,1.45,56.5,42.04,7031418.0,8065443.0,546769.0,1482310.0,7031418.0,8065443.0,546769.0,1482310.0,149879650,75060093,103465441,20195098,14757281,2352,1689,408,10719056,751,,6206,,711,428,71652731,,1128572,5252698,15282530,32875411,3644,79898791,,,89388.0,51010.0,5058.0,1633297,1565650,24566,138,1138653,494506,0.01,69.71,30.28,138,90,90,1070486,12725,55352,76041,44320,18534,15413,24716,24716,44472,34832,19804,14399,5912,75820,48020,6280,65943,161,12940715,80288,13,45,203,413,3528,4700,25244,30233,123575,76373,34,58,1029,22,10,120,34508,20001,4254980,3246530,2639945,971723.0,,12266.0,6989.0,56994.0,3753.0,4989.0,68.0,11,27487.0,4678.0,459.0,769584.0,1408512.0,1300.0,297.0,6908450,4488564,496069,167788.0,13915.0,460511.0,156710.0
97,武威市,Wuwei,189,190,60,23353,14522,4.66,32347,149340,34.0,14.0,0.69,931.0,287.0,31.0,244.0,3421.0,4398.0,27775.0,73.6,36.0,98.59,99.51,4692653,25691,4.8,25.69,28.07,46.25,304466.0,2011004.0,7213.0,327658.0,199417.0,828829.0,2696.0,161508.0,8523076,6141734,8293624,438313,204558,44,34,39,321,,20,198,193,3,2,2020060,3926027,15628,-55239,68880,2057177,84,3522824,2026.0,21994,2066.0,1031.0,398.0,126550,258266,5994,2645,38155,85750,2.09,30.15,67.76,2645,1903,100,11409,5054,19789,2887,2112,713,1164,4706,4706,1717,1700,2143,8404,90,23949,12346,520,23299,11,747322,64998,2,12,131,526,825,888,8413,9096,,13112,9,10,53,10,5,13,8310,4038,139287,139576,87400,53172.0,542.0,215.0,458.0,7149.0,2155.0,4166.0,,,6263.0,,,5734.0,103100.0,173.0,45.0,599727,378991,29610,4215.0,778.0,760.0,739.0
98,武汉市,Wuhan,884,869,321,119430,47919,8.09,8569,351600,865.0,270.0,10.09,25600.0,8858.0,39.46,,,,,,49.0,96.5,100.0,148472900,135136,8,2.44,42.96,54.61,15286984.0,19293075.0,1344072.0,2599758.0,15286984.0,19293075.0,1344072.0,2599758.0,257204643,77285037,268394400,,,,,275,8732000,250,1092684,2651,,,,,,6450000,4062000,7334000,68439017,2249,133771130,86000.0,3784174,60511.0,32397.0,8807.0,2097735,2461100,81900,3408,901760,1192567,0.16,42.99,56.85,3408,1509,1509,437442,15737,447072,186583,119909,51582,95381,44631,44631,97615,71816,91961,35629,7537,159382,97240,31034,102267,193,17044922,88327,84,124,374,621,58586,6296,31711,30576,969323,100155,33,58,838,71,,398,81765,42271,4542400,4573700,2302100,11060046.0,12084.0,10245.0,9710.0,145246.0,17885.0,8867.0,,1552,38634.0,16491.0,198474.0,1158500.0,1528000.0,1684.0,493.0,5803372,2796653,996309,219038.0,64191.0,172726.0,
99,辽源市,Liaoyuan,117,118,45,6832,7133,-0.26,5140,71500,46.0,28.0,10.65,1541.0,488.0,37.27,650.0,4542.0,5807.0,6355.0,98.55,,86.85,100.0,6216011,52861,0.3,5.8,48.68,45.52,178365.0,1212277.0,3396.0,169310.0,113527.0,495271.0,1925.0,65809.0,5577810,4532714,4433749,211163,182119,18,17,33,27396,2,207,304,298,3,3,,,,,,2397371,70,689946,,,358.0,205.0,14.0,89039,150866,11787,1991,32010,55038,2.24,35.95,61.81,1991,15922,15922,10091,2722,3275,2027,2730,199,1516,4555,3256,1515,586,1459,2581,169,13588,7588,1075,15450,8,487594,57948,1,10,61,175,325,455,4510,5134,5749,2675,5,4,45,7,2,33,5330,3036,331998,264006,74170,27504.0,441.0,258.0,407.0,4802.0,1201.0,811.0,,,2007.0,,,24823.0,64617.0,120.0,23.0,324735,232532,33420,2985.0,121.0,750.0,320.0
